id;category;name/code;description;price;enable vat;vat value;weight;options;enable discounts;discounts;availability type;available;pending
54qvdpi9;acsess > und;Скребок магнитный (средний одноцветн) В-7008/110200;;213;0;0,0;0,0;;0;;Unset;;
29qv00ry;acsess > und;Скребок магнитный B140400 XL;;507;0;0,0;0,0;;0;;Unset;;
6dt35843;acsess > und;Скребок магнитный плав. бол. 10-25мм с лезвием CH-020931;;1134;0;0,0;0,0;;0;;Unset;;
insk4273;acsess > und;Скребок магнитный плав. бол. 5-20мм с лезвием CH-020955;;894;0;0,0;0,0;;0;;Unset;;
097l3u13;acsess > und;Скребок магнитный плавающий большой L В140300;;453;0;0,0;0,0;;0;;Unset;;
ldvy8myr;acsess > und;Скребок с лезвием 230032;;347;0;0,0;0,0;;0;;Unset;;
1o7z7zg6;acsess > und;Скребок с лезвием RP7050;;66;0;0,0;0,0;;0;;Unset;;
57x5isba;acsess > und;"Термометр ""DENNERLE"" Nanotherm 6.5см 5919";;239;0;0,0;0,0;;0;;Unset;;
218nffja;acsess > und;"Термометр ""SERA"" высокоточный 8902";;126;0;0,0;0,0;;0;;Unset;;
xp8od6s0;acsess > und;Термометр на жидк. крист. 9см;;22;0;0,0;0,0;;0;;Unset;;
i790r35k;acsess > und;"Термометр стекло ""FERPLAST"" BLU 6811";;68;0;0,0;0,0;;0;;Unset;;
a29co88j;acsess > und;Термометр стекло на подложке Т-07;;23;0;0,0;0,0;;0;;Unset;;
7qydl31j;acsess > und;Термометр стекло на подложке Т-08;;21;0;0,0;0,0;;0;;Unset;;
1v0rz097;acsess > und;Термометр Т-10 0210;;93;0;0,0;0,0;;0;;Unset;;
u2arxp2s;acsess > und;Тройник д/шланга компрессора на 2 выхода пластм. 10шт 640003;;86;0;0,0;0,0;;0;;Unset;;
2l124hc0;acsess > und;Тройник д/шланга компрессора на 3 выхода пластм. 10шт 640004;;61;0;0,0;0,0;;0;;Unset;;
xwdg3uk0;acsess > und;Тройник д/шланга компрессора пласт. 3513В;;39;0;0,0;0,0;;0;;Unset;;
52cg22tc;acsess > und;"Трубка-рукав ""HOBBY"" 12/16мм 2шт 63820";;170;0;0,0;0,0;;0;;Unset;;
zmf77z54;acsess > und;"Трубка-рукав ""HOBBY"" 9/12мм 2шт 63810";;113;0;0,0;0,0;;0;;Unset;;
6xfv6484;acsess > und;"Уголок пласт. ""EHEIM"" 4009630";;285;0;0,0;0,0;;0;;Unset;;
jh1v5914;acsess > und;"Фальш-дно ""HAILEA"" UF-24P";;370;0;0,0;0,0;;0;;Unset;;
75hj069u;acsess > und;"Шланг ""JBL"" Aquaschlauch сер. 12/16мм 2.5м 6108800";;478;0;0,0;0,0;;0;;Unset;;
my2k9e37;acsess > und;"Шланг ""JBL"" Aquaschlauch сер. 16/22мм 2.5м 6108900";;448;0;0,0;0,0;;0;;Unset;;
w1j9nwce;acsess > und;"Шланг ""JBL"" ProSilent tube 2.5м 6431700";;372;0;0,0;0,0;;0;;Unset;;
553ykjle;acsess > und;"Шланг ""JBL"" Silikonschlauch силикон 4/6мм 2.5м 6108500";;228;0;0,0;0,0;;0;;Unset;;
293ziwt1;acsess > und;"Шланг гофра ""TUNZE"" 40мм 2м 1075/2";;3101;0;0,0;0,0;;0;;Unset;;
6e45vo5n;acsess > und;Шланг д/компрессора 4/5.5мм 3м (силикон);;174;0;0,0;0,0;;0;;Unset;;
j54nt08n;acsess > und;Шланг д/компрессора 4мм бухта (100м) белый;;1108;0;0,0;0,0;;0;;Unset;;
b9koq52m;acsess > und;Шланг д/компрессора 4мм*3м в упак. 840000;;78;0;0,0;0,0;;0;;Unset;;
me5ce208;acsess > und;Шланг д/слива воды 9мм 10м тонк 11128;;568;0;0,0;0,0;;0;;Unset;;
1pncc73w;acsess > und;Шланг ПВХ 3м 9/12мм зеленый 78281;;300;0;0,0;0,0;;0;;Unset;;
o86664d2;acsess > und;Щипцы д/террариума металл. изогнутые 30см NT-0745;;937;0;0,0;0,0;;0;;Unset;;
2fpr5ym2;acsess > und;"Грунтоочиститель ""AQUAEL"" L 33см";;797;0;0,0;0,0;;0;;Unset;;
yqor4luf;acsess > und;"Грунтоочиститель ""AQUAEL"" S 26см";;367;0;0,0;0,0;;0;;Unset;;
j8r29ep5;acsess > und;"Грунтоочиститель ""AQUAEL"" XL 66, 50см";;1193;0;0,0;0,0;;0;;Unset;;
b2rg86x5;acsess > und;"Губка сменная ""Тритон"" к фильтру AQUAEL Микро плюс";;14;0;0,0;0,0;;0;;Unset;;
7rqg71g5;acsess > und;"Губка сменная ""Тритон"" к фильтру AQUAEL Fan-1 плюс";;28;0;0,0;0,0;;0;;Unset;;
18tu280y;acsess > und;"Губка сменная ""Тритон"" к фильтру AQUAEL Fan-2 плюс";;36;0;0,0;0,0;;0;;Unset;;
82tve339;acsess > und;"Губка сменная ""Тритон"" к фильтру AQUAEL Fan-3 плюс";;44;0;0,0;0,0;;0;;Unset;;
2mw3s0eh;acsess > und;"Губка сменная ""Тритон"" к фильтру AQUAEL Мини плюс";;17;0;0,0;0,0;;0;;Unset;;
yxvjponh;acsess > und;"Дождик аквариумный ""AQUAEL""";;324;0;0,0;0,0;;0;;Unset;;
81hrw697;acsess > und;"Грот ""DEZZIE"" Камень 27*14*23см";;630;0;0,0;0,0;;0;;Unset;;
nohst127;acsess > und;"Грот ""HAGEN"" Череп пластик. 12162";;549;0;0,0;0,0;;0;;Unset;;
fz2t6p57;acsess > und;"Грот ""Акула-подводная лодка"" 12х24см";;715;0;0,0;0,0;;0;;Unset;;
p1jg1h3d;acsess > und;"Грот ""Амфитеатр"" 30х18х21см";;2252;0;0,0;0,0;;0;;Unset;;
353h0u61;acsess > und;"Грот ""Амфора Santa Maria"" 32см";;635;0;0,0;0,0;;0;;Unset;;
zz3i9201;acsess > und;"Грот ""Амфора битая со слоном"" 21см";;606;0;0,0;0,0;;0;;Unset;;
314v5zvm;acsess > und;"Грот ""Амфора"" 60см 107E-JL/1542SP";;2497;0;0,0;0,0;;0;;Unset;;
c64w44d4;acsess > und;"Грот ""Амфора"" 80см с мет. подст. 107E-JL/1544";;3110;0;0,0;0,0;;0;;Unset;;
mv5ky2yw;acsess > und;"Грот ""Красный лобстер"" 19х16х16см";;795;0;0,0;0,0;;0;;Unset;;
ef5lw6gw;acsess > und;"Грот ""Нос корабля"" 01022";;1551;0;0,0;0,0;;0;;Unset;;
86nltepv;acsess > und;"Грот ""Пурпурный лобстер"" 19х16х16см";;795;0;0,0;0,0;;0;;Unset;;
2w6zhx32;acsess > und;"Грот ""� азвалины"" К-745";;175;0;0,0;0,0;;0;;Unset;;
9gpaek7f;acsess > und;"Грот ""Спасательный круг""";;329;0;0,0;0,0;;0;;Unset;;
rrpacw0f;acsess > und;"Грот ""Терраса египетская"" 20*10см";;346;0;0,0;0,0;;0;;Unset;;
b8roqpw5;acsess > und;"Грот ""Череп бизона"" д/терр.";;758;0;0,0;0,0;;0;;Unset;;
7hrpn0eo;acsess > und;Грот глин. 032 скала одинарная 16*26*14см;;444;0;0,0;0,0;;0;;Unset;;
e4uc07z9;acsess > und;Грот глин. 059 коралл 25*14см;;487;0;0,0;0,0;;0;;Unset;;
89td92h9;acsess > und;Грот глин. 069 колоннада бол. 40*25*16см;;1131;0;0,0;0,0;;0;;Unset;;
o37e87q9;acsess > und;"Грот с колесом ""Дом"" 2506";;403;0;0,0;0,0;;0;;Unset;;
9nwr344h;acsess > und;Грот с колесом 2108;;654;0;0,0;0,0;;0;;Unset;;
r98s2z72;acsess > und;"Грот с распылителем ""Лягушка"" А-8";;166;0;0,0;0,0;;0;;Unset;;
33871m02;acsess > und;"Грот-керамика ""Амфора на подставке"" 13.1 М";;126;0;0,0;0,0;;0;;Unset;;
to9g7ewq;acsess > und;"Грот-керамика ""Амфора"" К038/1";;95;0;0,0;0,0;;0;;Unset;;
499h66f6;acsess > und;"Грот-керамика ""Амфора"" К411";;66;0;0,0;0,0;;0;;Unset;;
810vdjaz;acsess > und;"Грот-керамика ""Башня бол."" 3. М";;297;0;0,0;0,0;;0;;Unset;;
op9vb8iz;acsess > und;"Грот-керамика ""Башня двойная плоская"" 3.5 М";;252;0;0,0;0,0;;0;;Unset;;
gazwy3rz;acsess > und;"Грот-керамика ""Башня двойная"" 3.4. М";;297;0;0,0;0,0;;0;;Unset;;
q20km043;acsess > und;"Грот-керамика ""Бочка бол."" 7. М";;216;0;0,0;0,0;;0;;Unset;;
3qbljo7i;acsess > und;"Грот-керамика ""Бочка большая"" К414/2";;110;0;0,0;0,0;;0;;Unset;;
0ab4hb1i;acsess > und;"Грот-керамика ""Бочка малая"" К414";;58;0;0,0;0,0;;0;;Unset;;
421zut96;acsess > und;"Грот-керамика ""Бочка средняя"" К414/1";;65;0;0,0;0,0;;0;;Unset;;
d6dasg2r;acsess > und;"Грот-керамика ""Бревно большое леж."" К004/1";;96;0;0,0;0,0;;0;;Unset;;
5w2n2zb0;acsess > und;"Грот-керамика ""Бревно большое"" К004";;103;0;0,0;0,0;;0;;Unset;;
f2go14j0;acsess > und;"Грот-керамика ""Бревно малое"" К112";;37;0;0,0;0,0;;0;;Unset;;
96fp09r0;acsess > und;"Грот-керамика ""Бревно среднее"" К012/1";;52;0;0,0;0,0;;0;;Unset;;
